date,ward_id,ward_code,ward_name,demand_liters,dry_pipe_hours,historical_deficit,scenario_flag,synthetic,seed,generator_version,generated_at
2026-08-17,24,D,Malabar Hill / Walkeshwar,2418,12.1,0.15,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,1,M/E,Govandi / Mankhurd / Shivaji Nagar,31428,58.6,0.81,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,2,G/N,Dharavi / Mahim / Dadar West,29319,52.2,0.69,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,3,L,Kurla / Asalpha / Sakinaka,25142,47.1,0.65,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,4,P/N,Malad / Marve / Malvani,19107,47.1,0.59,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,5,F/N,Matunga / Sion / Wadala,16560,38.2,0.53,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,6,H/E,Bandra East / Santacruz East,15485,42.2,0.49,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,7,S,Bhandup / Kanjurmarg / Powai,15814,33.6,0.53,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,8,K/E,Andheri East / Marol,12766,39.0,0.47,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,9,N,Ghatkopar / Pant Nagar,10194,30.0,0.5,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,10,P/S,Goregaon West & East,10416,29.7,0.4,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,11,M/W,Chembur West / Tilak Nagar,8246,26.4,0.36,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,12,R/S,Kandivali West & East,9214,25.3,0.35,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,13,T,Mulund / Nahur,6449,27.3,0.38,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,14,R/C,Borivali / Gorai,7968,23.5,0.35,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,15,K/W,Andheri West / Versova,5862,11.0,0.17,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,16,R/N,Dahisar / Mandapeshwar,6248,19.9,0.29,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,17,E,Byculla / Mazgaon / Nagpada,4417,23.9,0.37,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,18,F/S,Parel / Sewri / Lalbaug,6361,18.6,0.3,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,19,G/S,Worli / Lower Parel,4423,20.0,0.23,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,20,B,Sandhurst Road / Dongri,2551,17.5,0.34,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,21,H/W,Bandra West / Khar,4050,11.4,0.24,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,22,C,Marine Lines / Chandanwadi,3461,22.4,0.27,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,23,A,Colaba / Fort / Nariman Point,3237,14.9,0.18,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-18,24,D,Malabar Hill / Walkeshwar,1963,5.1,0.12,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,1,M/E,Govandi / Mankhurd / Shivaji Nagar,31672,65.2,0.78,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,2,G/N,Dharavi / Mahim / Dadar West,28188,50.0,0.71,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,3,L,Kurla / Asalpha / Sakinaka,23474,44.8,0.66,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,4,P/N,Malad / Marve / Malvani,19519,42.6,0.57,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,5,F/N,Matunga / Sion / Wadala,15713,39.4,0.54,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,6,H/E,Bandra East / Santacruz East,13792,37.8,0.55,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,7,S,Bhandup / Kanjurmarg / Powai,14435,42.4,0.56,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,8,K/E,Andheri East / Marol,12601,35.6,0.47,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,9,N,Ghatkopar / Pant Nagar,11043,37.0,0.47,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,10,P/S,Goregaon West & East,10245,34.9,0.44,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,11,M/W,Chembur West / Tilak Nagar,9868,28.1,0.44,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,12,R/S,Kandivali West & East,9008,25.6,0.41,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,13,T,Mulund / Nahur,7658,22.7,0.37,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,14,R/C,Borivali / Gorai,8123,21.3,0.37,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,15,K/W,Andheri West / Versova,6368,11.5,0.09,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,16,R/N,Dahisar / Mandapeshwar,5028,27.7,0.35,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,17,E,Byculla / Mazgaon / Nagpada,5398,29.2,0.39,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,18,F/S,Parel / Sewri / Lalbaug,5402,27.6,0.29,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,19,G/S,Worli / Lower Parel,5249,15.8,0.28,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,20,B,Sandhurst Road / Dongri,3893,18.7,0.31,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,21,H/W,Bandra West / Khar,1821,15.1,0.21,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,22,C,Marine Lines / Chandanwadi,2845,20.2,0.27,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,23,A,Colaba / Fort / Nariman Point,2197,13.1,0.21,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-19,24,D,Malabar Hill / Walkeshwar,1628,5.0,0.08,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,1,M/E,Govandi / Mankhurd / Shivaji Nagar,31036,61.2,0.78,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,2,G/N,Dharavi / Mahim / Dadar West,29288,52.9,0.68,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,3,L,Kurla / Asalpha / Sakinaka,24890,52.4,0.69,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,4,P/N,Malad / Marve / Malvani,20513,42.1,0.57,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,5,F/N,Matunga / Sion / Wadala,15530,37.3,0.52,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,6,H/E,Bandra East / Santacruz East,13032,38.4,0.52,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,7,S,Bhandup / Kanjurmarg / Powai,16327,40.2,0.52,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,8,K/E,Andheri East / Marol,14362,38.6,0.49,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,9,N,Ghatkopar / Pant Nagar,12327,32.3,0.51,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,10,P/S,Goregaon West & East,8813,36.4,0.4,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,11,M/W,Chembur West / Tilak Nagar,9737,33.8,0.43,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,12,R/S,Kandivali West & East,7631,29.5,0.41,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,13,T,Mulund / Nahur,6629,21.5,0.36,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,14,R/C,Borivali / Gorai,7750,23.3,0.34,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,15,K/W,Andheri West / Versova,7028,7.5,0.11,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,16,R/N,Dahisar / Mandapeshwar,6191,25.9,0.28,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,17,E,Byculla / Mazgaon / Nagpada,6779,31.4,0.4,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,18,F/S,Parel / Sewri / Lalbaug,5648,26.5,0.28,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,19,G/S,Worli / Lower Parel,4066,24.8,0.29,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,20,B,Sandhurst Road / Dongri,2668,17.9,0.34,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,21,H/W,Bandra West / Khar,3555,10.7,0.18,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,22,C,Marine Lines / Chandanwadi,2523,20.4,0.21,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,23,A,Colaba / Fort / Nariman Point,1186,16.2,0.18,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-20,24,D,Malabar Hill / Walkeshwar,2755,3.9,0.08,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,1,M/E,Govandi / Mankhurd / Shivaji Nagar,33013,64.0,0.74,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,2,G/N,Dharavi / Mahim / Dadar West,28435,54.6,0.65,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,3,L,Kurla / Asalpha / Sakinaka,24606,52.7,0.69,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,4,P/N,Malad / Marve / Malvani,20962,45.4,0.63,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,5,F/N,Matunga / Sion / Wadala,16005,37.7,0.52,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,6,H/E,Bandra East / Santacruz East,12908,39.1,0.56,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,7,S,Bhandup / Kanjurmarg / Powai,15280,41.5,0.48,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,8,K/E,Andheri East / Marol,13501,38.1,0.46,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,9,N,Ghatkopar / Pant Nagar,9842,35.6,0.51,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,10,P/S,Goregaon West & East,9531,33.0,0.39,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
2026-08-21,11,M/W,Chembur West / Tilak Nagar,7989,25.7,0.45,SCENARIO_1_NORMAL,true,42,2.0.0,2026-09-18T12:00:00Z
