dispatch_id,dispatched_at,transponder_id,ward_code,ward_name,delivered_volume_liters,route_distance_km,otp_code,delivery_status,tds_reading_ppm,ph_reading,synthetic,seed,generator_version,generated_at
20057,2026-08-17T18:00:00Z,T-01,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,4.57,7419,Delivered,201.4,7.49,true,42,2.0.0,2026-09-18T12:00:00Z
20058,2026-08-17T12:00:00Z,T-05,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.56,7419,Delivered,179.4,7.55,true,42,2.0.0,2026-09-18T12:00:00Z
20059,2026-08-17T14:00:00Z,T-06,S,Bhandup / Kanjurmarg / Powai,12000,1.7,7419,Delivered,215.6,7.5,true,42,2.0.0,2026-09-18T12:00:00Z
20060,2026-08-17T14:00:00Z,T-06,S,Bhandup / Kanjurmarg / Powai,12000,1.43,7419,Delivered,199.3,7.42,true,42,2.0.0,2026-09-18T12:00:00Z
20061,2026-08-17T13:00:00Z,T-08,L,Kurla / Asalpha / Sakinaka,10000,6.93,7419,Delivered,170.6,7.74,true,42,2.0.0,2026-09-18T12:00:00Z
20062,2026-08-17T15:00:00Z,T-03,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.42,7419,Delivered,188.9,7.75,true,42,2.0.0,2026-09-18T12:00:00Z
20063,2026-08-17T19:00:00Z,T-01,F/S,Parel / Sewri / Lalbaug,10000,4.07,7419,Delivered,233.5,7.55,true,42,2.0.0,2026-09-18T12:00:00Z
20064,2026-08-17T18:00:00Z,T-01,L,Kurla / Asalpha / Sakinaka,10000,7.24,7419,Delivered,212.9,7.31,true,42,2.0.0,2026-09-18T12:00:00Z
20065,2026-08-17T19:00:00Z,T-08,T,Mulund / Nahur,10000,4.44,7419,Delivered,160.4,7.49,true,42,2.0.0,2026-09-18T12:00:00Z
20066,2026-08-17T16:00:00Z,T-06,M/E,Govandi / Mankhurd / Shivaji Nagar,12000,5.6,7419,Delivered,212.1,7.29,true,42,2.0.0,2026-09-18T12:00:00Z
20067,2026-08-17T16:00:00Z,T-04,G/N,Dharavi / Mahim / Dadar West,10000,4.5,7419,Delivered,229.3,7.44,true,42,2.0.0,2026-09-18T12:00:00Z
20068,2026-08-18T15:00:00Z,T-06,S,Bhandup / Kanjurmarg / Powai,12000,2.18,7419,Delivered,184.4,7.38,true,42,2.0.0,2026-09-18T12:00:00Z
20069,2026-08-18T13:00:00Z,T-04,F/N,Matunga / Sion / Wadala,10000,4.08,7419,Delivered,173.1,7.28,true,42,2.0.0,2026-09-18T12:00:00Z
20070,2026-08-18T17:00:00Z,T-07,G/N,Dharavi / Mahim / Dadar West,10000,3.79,7419,Delivered,222.1,7.48,true,42,2.0.0,2026-09-18T12:00:00Z
20071,2026-08-18T08:00:00Z,T-02,M/E,Govandi / Mankhurd / Shivaji Nagar,12000,5.65,7419,Delivered,191.5,7.27,true,42,2.0.0,2026-09-18T12:00:00Z
20072,2026-08-18T14:00:00Z,T-07,K/W,Andheri West / Versova,10000,7.49,7419,Delivered,224.3,7.72,true,42,2.0.0,2026-09-18T12:00:00Z
20073,2026-08-18T15:00:00Z,T-01,G/N,Dharavi / Mahim / Dadar West,10000,4.58,7419,Delivered,198.0,7.37,true,42,2.0.0,2026-09-18T12:00:00Z
20074,2026-08-18T13:00:00Z,T-02,P/S,Goregaon West & East,12000,9.79,7419,Delivered,235.6,7.57,true,42,2.0.0,2026-09-18T12:00:00Z
20075,2026-08-18T13:00:00Z,T-01,K/E,Andheri East / Marol,10000,3.47,7419,Delivered,164.6,7.57,true,42,2.0.0,2026-09-18T12:00:00Z
20076,2026-08-18T19:00:00Z,T-10,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.35,7419,Delivered,177.2,7.13,true,42,2.0.0,2026-09-18T12:00:00Z
20077,2026-08-18T11:00:00Z,T-04,M/W,Chembur West / Tilak Nagar,10000,4.21,7419,Delivered,180.9,7.58,true,42,2.0.0,2026-09-18T12:00:00Z
20078,2026-08-18T19:00:00Z,T-03,B,Sandhurst Road / Dongri,8000,6.44,7419,Delivered,172.5,7.33,true,42,2.0.0,2026-09-18T12:00:00Z
20079,2026-08-18T16:00:00Z,T-01,H/E,Bandra East / Santacruz East,10000,5.03,7419,Delivered,221.5,7.66,true,42,2.0.0,2026-09-18T12:00:00Z
20080,2026-08-18T09:00:00Z,T-03,D,Malabar Hill / Walkeshwar,8000,7.04,7419,Delivered,170.7,7.11,true,42,2.0.0,2026-09-18T12:00:00Z
20081,2026-08-18T14:00:00Z,T-10,N,Ghatkopar / Pant Nagar,10000,4.46,7419,Delivered,175.9,7.41,true,42,2.0.0,2026-09-18T12:00:00Z
20082,2026-08-18T18:00:00Z,T-09,G/S,Worli / Lower Parel,8000,5.73,7419,Delivered,197.0,7.36,true,42,2.0.0,2026-09-18T12:00:00Z
20083,2026-08-18T08:00:00Z,T-05,K/E,Andheri East / Marol,8000,3.58,7419,Delivered,194.5,7.29,true,42,2.0.0,2026-09-18T12:00:00Z
20084,2026-08-18T14:00:00Z,T-08,G/N,Dharavi / Mahim / Dadar West,10000,3.29,7419,Delivered,173.2,7.58,true,42,2.0.0,2026-09-18T12:00:00Z
20085,2026-08-18T12:00:00Z,T-01,E,Byculla / Mazgaon / Nagpada,10000,5.33,7419,Delivered,239.5,7.77,true,42,2.0.0,2026-09-18T12:00:00Z
20086,2026-08-18T19:00:00Z,T-08,P/N,Malad / Marve / Malvani,10000,11.16,7419,Delivered,231.6,7.17,true,42,2.0.0,2026-09-18T12:00:00Z
20087,2026-08-19T12:00:00Z,T-03,N,Ghatkopar / Pant Nagar,8000,5.04,7419,Delivered,207.7,7.65,true,42,2.0.0,2026-09-18T12:00:00Z
20088,2026-08-19T14:00:00Z,T-03,F/S,Parel / Sewri / Lalbaug,8000,3.24,7419,Delivered,228.7,7.51,true,42,2.0.0,2026-09-18T12:00:00Z
20089,2026-08-19T10:00:00Z,T-06,A,Colaba / Fort / Nariman Point,12000,9.0,7419,Delivered,227.7,7.74,true,42,2.0.0,2026-09-18T12:00:00Z
20090,2026-08-19T12:00:00Z,T-04,P/N,Malad / Marve / Malvani,10000,11.21,7419,Delivered,229.9,7.68,true,42,2.0.0,2026-09-18T12:00:00Z
20091,2026-08-19T19:00:00Z,T-09,F/S,Parel / Sewri / Lalbaug,8000,4.18,7419,Delivered,171.4,7.22,true,42,2.0.0,2026-09-18T12:00:00Z
20092,2026-08-19T13:00:00Z,T-08,R/N,Dahisar / Mandapeshwar,10000,17.29,7419,Delivered,233.2,7.58,true,42,2.0.0,2026-09-18T12:00:00Z
20093,2026-08-19T11:00:00Z,T-08,G/S,Worli / Lower Parel,10000,5.52,7419,Delivered,218.7,7.37,true,42,2.0.0,2026-09-18T12:00:00Z
20094,2026-08-19T12:00:00Z,T-07,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.21,7419,Delivered,220.9,7.78,true,42,2.0.0,2026-09-18T12:00:00Z
20095,2026-08-19T18:00:00Z,T-03,G/N,Dharavi / Mahim / Dadar West,8000,4.77,7419,Delivered,172.0,7.13,true,42,2.0.0,2026-09-18T12:00:00Z
20096,2026-08-19T16:00:00Z,T-04,B,Sandhurst Road / Dongri,10000,6.71,7419,Delivered,226.0,7.24,true,42,2.0.0,2026-09-18T12:00:00Z
20097,2026-08-19T09:00:00Z,T-03,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.29,7419,Delivered,199.0,7.18,true,42,2.0.0,2026-09-18T12:00:00Z
20098,2026-08-19T13:00:00Z,T-10,P/S,Goregaon West & East,10000,9.93,7419,Delivered,193.1,7.32,true,42,2.0.0,2026-09-18T12:00:00Z
20099,2026-08-19T15:00:00Z,T-07,T,Mulund / Nahur,10000,3.36,7419,Delivered,161.6,7.76,true,42,2.0.0,2026-09-18T12:00:00Z
20100,2026-08-19T17:00:00Z,T-09,L,Kurla / Asalpha / Sakinaka,8000,6.66,7419,Delivered,207.6,7.19,true,42,2.0.0,2026-09-18T12:00:00Z
20101,2026-08-19T10:00:00Z,T-02,C,Marine Lines / Chandanwadi,12000,6.36,7419,Delivered,175.3,7.66,true,42,2.0.0,2026-09-18T12:00:00Z
20102,2026-08-20T13:00:00Z,T-05,R/S,Kandivali West & East,8000,13.1,7419,Delivered,173.2,7.78,true,42,2.0.0,2026-09-18T12:00:00Z
20103,2026-08-20T08:00:00Z,T-03,R/S,Kandivali West & East,8000,13.04,7419,Delivered,221.2,7.44,true,42,2.0.0,2026-09-18T12:00:00Z
20104,2026-08-20T14:00:00Z,T-09,T,Mulund / Nahur,8000,3.96,7419,Delivered,162.8,7.13,true,42,2.0.0,2026-09-18T12:00:00Z
20105,2026-08-20T16:00:00Z,T-04,E,Byculla / Mazgaon / Nagpada,10000,4.12,7419,Delivered,233.0,7.29,true,42,2.0.0,2026-09-18T12:00:00Z
20106,2026-08-20T14:00:00Z,T-02,M/W,Chembur West / Tilak Nagar,12000,4.57,7419,Delivered,163.7,7.49,true,42,2.0.0,2026-09-18T12:00:00Z
20107,2026-08-20T12:00:00Z,T-09,P/S,Goregaon West & East,8000,9.98,7419,Delivered,237.1,7.2,true,42,2.0.0,2026-09-18T12:00:00Z
20108,2026-08-20T17:00:00Z,T-04,L,Kurla / Asalpha / Sakinaka,10000,6.47,7419,Delivered,223.6,7.2,true,42,2.0.0,2026-09-18T12:00:00Z
20109,2026-08-20T11:00:00Z,T-08,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.99,7419,Delivered,167.6,7.71,true,42,2.0.0,2026-09-18T12:00:00Z
20110,2026-08-20T19:00:00Z,T-07,S,Bhandup / Kanjurmarg / Powai,10000,1.57,7419,Delivered,182.3,7.59,true,42,2.0.0,2026-09-18T12:00:00Z
20111,2026-08-20T15:00:00Z,T-01,F/N,Matunga / Sion / Wadala,10000,3.04,7419,Delivered,226.2,7.75,true,42,2.0.0,2026-09-18T12:00:00Z
20112,2026-08-20T16:00:00Z,T-05,S,Bhandup / Kanjurmarg / Powai,8000,2.37,7419,Delivered,171.4,7.67,true,42,2.0.0,2026-09-18T12:00:00Z
20113,2026-08-20T10:00:00Z,T-05,P/S,Goregaon West & East,8000,9.2,7419,Delivered,183.7,7.33,true,42,2.0.0,2026-09-18T12:00:00Z
20114,2026-08-20T12:00:00Z,T-09,M/E,Govandi / Mankhurd / Shivaji Nagar,8000,5.99,7419,Delivered,179.9,7.11,true,42,2.0.0,2026-09-18T12:00:00Z
20115,2026-08-20T14:00:00Z,T-02,F/N,Matunga / Sion / Wadala,12000,3.63,7419,Delivered,165.5,7.65,true,42,2.0.0,2026-09-18T12:00:00Z
20116,2026-08-20T08:00:00Z,T-05,E,Byculla / Mazgaon / Nagpada,8000,5.46,7419,Delivered,188.9,7.4,true,42,2.0.0,2026-09-18T12:00:00Z
20117,2026-08-20T11:00:00Z,T-03,H/W,Bandra West / Khar,8000,6.94,7419,Delivered,199.0,7.3,true,42,2.0.0,2026-09-18T12:00:00Z
20118,2026-08-20T14:00:00Z,T-09,N,Ghatkopar / Pant Nagar,8000,4.16,7419,Delivered,233.6,7.6,true,42,2.0.0,2026-09-18T12:00:00Z
20119,2026-08-20T09:00:00Z,T-07,G/N,Dharavi / Mahim / Dadar West,10000,4.36,7419,Delivered,185.1,7.47,true,42,2.0.0,2026-09-18T12:00:00Z
20120,2026-08-21T18:00:00Z,T-06,C,Marine Lines / Chandanwadi,12000,5.98,7419,Delivered,212.0,7.7,true,42,2.0.0,2026-09-18T12:00:00Z
20121,2026-08-21T19:00:00Z,T-08,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.16,7419,Delivered,229.9,7.1,true,42,2.0.0,2026-09-18T12:00:00Z
20122,2026-08-21T13:00:00Z,T-09,M/W,Chembur West / Tilak Nagar,8000,4.2,7419,Delivered,218.6,7.15,true,42,2.0.0,2026-09-18T12:00:00Z
20123,2026-08-21T17:00:00Z,T-06,F/N,Matunga / Sion / Wadala,12000,4.1,7419,Delivered,193.6,7.13,true,42,2.0.0,2026-09-18T12:00:00Z
20124,2026-08-21T19:00:00Z,T-07,R/N,Dahisar / Mandapeshwar,10000,17.59,7419,Delivered,181.6,7.51,true,42,2.0.0,2026-09-18T12:00:00Z
20125,2026-08-21T19:00:00Z,T-07,F/N,Matunga / Sion / Wadala,10000,4.31,7419,Delivered,186.4,7.59,true,42,2.0.0,2026-09-18T12:00:00Z
20126,2026-08-21T12:00:00Z,T-05,G/N,Dharavi / Mahim / Dadar West,8000,4.69,7419,Delivered,173.1,7.76,true,42,2.0.0,2026-09-18T12:00:00Z
20127,2026-08-21T09:00:00Z,T-09,P/N,Malad / Marve / Malvani,8000,12.47,7419,Delivered,212.7,7.23,true,42,2.0.0,2026-09-18T12:00:00Z
20128,2026-08-21T15:00:00Z,T-09,L,Kurla / Asalpha / Sakinaka,8000,7.19,7419,Delivered,164.0,7.47,true,42,2.0.0,2026-09-18T12:00:00Z
20129,2026-08-21T08:00:00Z,T-02,T,Mulund / Nahur,12000,4.49,7419,Delivered,226.5,7.36,true,42,2.0.0,2026-09-18T12:00:00Z
20130,2026-08-21T10:00:00Z,T-03,G/N,Dharavi / Mahim / Dadar West,8000,4.59,7419,Delivered,166.5,7.54,true,42,2.0.0,2026-09-18T12:00:00Z
20131,2026-08-21T12:00:00Z,T-04,D,Malabar Hill / Walkeshwar,10000,7.16,7419,Delivered,203.9,7.74,true,42,2.0.0,2026-09-18T12:00:00Z
20132,2026-08-21T19:00:00Z,T-05,M/W,Chembur West / Tilak Nagar,8000,4.65,7419,Delivered,210.8,7.4,true,42,2.0.0,2026-09-18T12:00:00Z
20133,2026-08-21T08:00:00Z,T-01,R/C,Borivali / Gorai,10000,15.89,7419,Delivered,169.3,7.26,true,42,2.0.0,2026-09-18T12:00:00Z
20134,2026-08-21T16:00:00Z,T-02,L,Kurla / Asalpha / Sakinaka,12000,6.87,7419,Delivered,217.4,7.35,true,42,2.0.0,2026-09-18T12:00:00Z
20135,2026-08-21T11:00:00Z,T-03,H/E,Bandra East / Santacruz East,8000,5.51,7419,Delivered,208.6,7.62,true,42,2.0.0,2026-09-18T12:00:00Z
20136,2026-08-21T18:00:00Z,T-10,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.54,7419,Delivered,185.1,7.69,true,42,2.0.0,2026-09-18T12:00:00Z
20137,2026-08-21T08:00:00Z,T-09,P/S,Goregaon West & East,8000,9.63,7419,Delivered,186.1,7.78,true,42,2.0.0,2026-09-18T12:00:00Z
20138,2026-08-21T09:00:00Z,T-05,G/N,Dharavi / Mahim / Dadar West,8000,4.2,7419,Delivered,201.1,7.29,true,42,2.0.0,2026-09-18T12:00:00Z
20139,2026-08-22T11:00:00Z,T-04,L,Kurla / Asalpha / Sakinaka,10000,6.67,7419,Delivered,179.6,7.38,true,42,2.0.0,2026-09-18T12:00:00Z
20140,2026-08-22T08:00:00Z,T-09,B,Sandhurst Road / Dongri,8000,5.22,7419,Delivered,212.3,7.21,true,42,2.0.0,2026-09-18T12:00:00Z
20141,2026-08-22T15:00:00Z,T-09,L,Kurla / Asalpha / Sakinaka,8000,7.22,7419,Delivered,166.6,7.71,true,42,2.0.0,2026-09-18T12:00:00Z
20142,2026-08-22T12:00:00Z,T-09,R/C,Borivali / Gorai,8000,16.05,7419,Delivered,200.6,7.76,true,42,2.0.0,2026-09-18T12:00:00Z
20143,2026-08-22T12:00:00Z,T-08,L,Kurla / Asalpha / Sakinaka,10000,6.24,7419,Delivered,225.8,7.16,true,42,2.0.0,2026-09-18T12:00:00Z
20144,2026-08-22T17:00:00Z,T-06,S,Bhandup / Kanjurmarg / Powai,12000,1.23,7419,Delivered,179.2,7.28,true,42,2.0.0,2026-09-18T12:00:00Z
20145,2026-08-22T17:00:00Z,T-08,R/C,Borivali / Gorai,10000,15.38,7419,Delivered,203.7,7.76,true,42,2.0.0,2026-09-18T12:00:00Z
20146,2026-08-22T12:00:00Z,T-03,R/N,Dahisar / Mandapeshwar,8000,18.5,7419,Delivered,227.6,7.62,true,42,2.0.0,2026-09-18T12:00:00Z
20147,2026-08-22T15:00:00Z,T-02,N,Ghatkopar / Pant Nagar,12000,5.21,7419,Delivered,201.5,7.32,true,42,2.0.0,2026-09-18T12:00:00Z
20148,2026-08-22T10:00:00Z,T-01,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.33,7419,Delivered,169.0,7.56,true,42,2.0.0,2026-09-18T12:00:00Z
20149,2026-08-22T17:00:00Z,T-03,E,Byculla / Mazgaon / Nagpada,8000,4.24,7419,Delivered,171.2,7.35,true,42,2.0.0,2026-09-18T12:00:00Z
20150,2026-08-22T16:00:00Z,T-04,E,Byculla / Mazgaon / Nagpada,10000,5.58,7419,Delivered,239.6,7.24,true,42,2.0.0,2026-09-18T12:00:00Z
20151,2026-08-22T17:00:00Z,T-07,T,Mulund / Nahur,10000,3.74,7419,Delivered,186.0,7.34,true,42,2.0.0,2026-09-18T12:00:00Z
20152,2026-08-22T15:00:00Z,T-05,T,Mulund / Nahur,8000,3.44,7419,Delivered,169.5,7.5,true,42,2.0.0,2026-09-18T12:00:00Z
20153,2026-08-22T17:00:00Z,T-07,K/W,Andheri West / Versova,10000,6.11,7419,Delivered,182.6,7.65,true,42,2.0.0,2026-09-18T12:00:00Z
20154,2026-08-22T10:00:00Z,T-06,K/W,Andheri West / Versova,12000,6.9,7419,Delivered,195.0,7.56,true,42,2.0.0,2026-09-18T12:00:00Z
20155,2026-08-22T13:00:00Z,T-01,G/N,Dharavi / Mahim / Dadar West,10000,4.71,7419,Delivered,189.7,7.34,true,42,2.0.0,2026-09-18T12:00:00Z
20156,2026-08-22T09:00:00Z,T-07,M/E,Govandi / Mankhurd / Shivaji Nagar,10000,5.88,7419,Delivered,238.0,7.1,true,42,2.0.0,2026-09-18T12:00:00Z
